,B19058_002E,county,state
2092,1569,161,39
2070,1403,163,39
2126,4352,165,39
2093,3667,167,39
2061,5184,169,39
2094,2078,171,39
2127,4012,173,39
2062,875,175,39
2130,2009,1,40
2150,175,3,40
2156,1176,5,40
2198,121,7,40
2200,854,9,40
2134,518,11,40
2157,2627,13,40
2152,1646,15,40
2165,3460,17,40
2135,2720,19,40
2181,2508,21,40
2202,1676,23,40
2133,115,25,40
2153,10421,27,40
2136,423,29,40
2204,6787,31,40
2190,350,33,40
2162,785,35,40
2187,3655,37,40
2197,968,39,40
2182,2704,41,40
2158,90,43,40
2183,119,45,40
2174,3171,47,40
2175,1289,49,40
2184,2474,51,40
2137,182,53,40
2138,464,55,40
2166,227,57,40
2159,91,59,40
2167,1044,61,40
2201,680,63,40
2203,1722,65,40
2172,473,67,40
2176,850,69,40
2160,3099,71,40
2139,420,73,40
2191,777,75,40
2168,685,77,40
2192,3753,79,40
2205,1740,81,40
2161,1854,83,40
2199,228,85,40
2140,1315,87,40
2193,2863,89,40
2141,1687,91,40
2194,311,93,40
2142,820,95,40
2195,2749,97,40
2143,734,99,40
2154,5342,101,40
2144,500,103,40
2145,624,105,40
2155,787,107,40
2196,43709,109,40
2169,3149,111,40
2170,2262,113,40
2146,2380,115,40
2206,734,117,40
2185,3326,119,40
2177,2837,121,40
2178,2068,123,40
2186,4786,125,40
2173,1022,127,40
2179,98,129,40
2147,3300,131,40
2131,2114,133,40
2148,3355,135,40
2132,2329,137,40
2171,565,139,40
2188,625,141,40
2163,33052,143,40
2149,3376,145,40
2164,2417,147,40
2189,447,149,40
2151,333,151,40
2180,879,153,40
2218,1204,1,41
2223,4330,3,41
2213,19195,5,41
2235,2991,7,41
2224,3678,9,41
2236,6828,11,41
2225,2364,13,41
2237,1915,15,41
2214,11057,17,41
2209,10014,19,41
2238,99,21,41
2210,641,23,41
2228,648,25,41
2239,1109,27,41
2208,18011,29,41
2211,2194,31,41
2219,8355,33,41
2220,7312,35,41
2240,752,37,41
2229,31528,39,41
2222,4885,41,41
2215,10016,43,41
2230,3140,45,41
2207,25219,47,41
2234,616,49,41
2241,62305,51,41
2212,5341,53,41
2226,98,55,41
2216,1993,57,41
2221,6287,59,41
2242,2149,61,41
2231,554,63,41
2227,2165,65,41
2232,25920,67,41
2233,105,69,41
2217,6701,71,41
2276,3230,1,42
2266,68711,3,42
2277,4537,5,42
2285,10017,7,42
2247,2811,9,42
2259,21948,11,42
2255,8907,13,42
2256,2956,15,42
2286,14741,17,42
2301,6924,19,42
2257,10246,21,42
2283,318,23,42
2279,3149,25,42
2280,4441,27,42
2258,9999,29,42
2291,2277,31,42
2293,5757,33,42
2278,2307,35,42
2300,3228,37,42
2270,5818,39,42
2265,7310,41,42
2248,14761,43,42
2243,23820,45,42
2302,1409,47,42
2271,19925,49,42
2290,11585,51,42
2249,189,53,42
2244,6534,55,42
2272,816,57,42
2294,2720,59,42
2260,2618,61,42
2261,4786,63,42
2303,2944,65,42
2273,957,67,42
2287,14157,69,42
2304,19545,71,42
2262,7300,73,42
2295,6776,75,42
2288,19503,77,42
2297,22426,79,42
2296,6938,81,42
2289,3100,83,42
2305,7505,85,42
2263,3438,87,42
2251,7204,89,42
2292,20370,91,42
2298,713,93,42
2282,12467,95,42
2281,5521,97,42
2306,1783,99,42
2252,153052,101,42
2267,2067,103,42
2307,899,105,42
2274,9295,107,42
2268,1690,109,42
2250,4299,111,42
2308,325,113,42
2269,1747,115,42
2309,1977,117,42
2245,1634,119,42
2284,3452,121,42
2299,2404,123,42
2264,10683,125,42
2246,2433,127,42
2254,18377,129,42
2275,1208,131,42
2253,19864,133,42
2313,1959,1,44
2311,9102,3,44
2310,3581,5,44
2312,50860,7,44
2314,4350,9,44
2343,1996,1,45
2315,10181,3,45
2316,1069,5,45
2333,11671,7,45
2344,1213,9,45
2326,2143,11,45
2345,5021,13,45
2327,8928,15,45
2346,981,17,45
2328,15252,19,45
2334,4161,21,45
2319,2048,23,45
2335,3865,25,45
2320,3567,27,45
2321,3099,29,45
2329,6299,31,45
2347,3435,33,45
2354,6962,35,45
2318,1523,37,45
2350,1613,39,45
2355,10478,41,45
2330,4436,43,45
2352,20385,45,45
2336,4776,47,45
2351,1369,49,45
2338,16814,51,45
2337,1812,53,45
2339,2987,55,45
2353,3645,57,45
2356,4364,59,45
2340,1679,61,45
2324,13740,63,45
2357,827,65,45
2322,3362,67,45
2331,2445,69,45
2317,2461,71,45
2325,4568,73,45
2341,7157,75,45
2358,5199,77,45
2349,21508,79,45
2348,1183,81,45
2342,15798,83,45
2323,8179,85,45
2359,2271,87,45
2360,3563,89,45
2332,9973,91,45
2361,92,3,46
2390,1327,5,46
2397,245,7,46
2420,227,9,46
2422,820,11,46
2404,1320,13,46
2421,310,15,46
2373,254,17,46
2391,682,19,46
2395,25,21,46
2405,506,23,46
2368,94,25,46
2374,746,27,46
2389,1352,29,46
2392,492,31,46
2366,314,33,46
2393,1222,35,46
2375,342,37,46
2418,112,39,46
2376,561,41,46
2377,64,43,46
2394,74,45,46
2423,328,47,46
2369,38,49,46
2362,184,51,46
2424,255,53,46
2398,20,55,46
2425,101,57,46
2385,53,59,46
2406,44,61,46
2378,9,63,46
2379,705,65,46
2370,194,67,46
2367,27,69,46
2364,233,71,46
2396,67,73,46
2400,23,75,46
2371,144,77,46
2386,372,79,46
2387,1101,81,46
2384,695,83,46
2416,218,85,46
2407,137,87,46
2380,104,89,46
2408,89,91,46
2401,1214,93,46
2409,198,95,46
2415,102,97,46
2365,8037,99,46
2410,233,101,46
2426,1710,102,46
2412,5535,103,46
2411,118,105,46
2402,42,107,46
2381,544,109,46
2382,118,111,46
2419,238,115,46
2399,36,117,46
2383,14,119,46
2413,1179,121,46
2363,340,123,46
2403,390,125,46
2414,380,127,46
2372,306,129,46
2388,1287,135,46
2417,343,137,46
2461,5708,1,47
2507,3228,3,47
2478,1467,5,47
2479,1261,7,47
2492,7042,9,47
2435,6518,11,47
2480,3790,13,47
2481,1143,15,47
2427,2247,17,47
2494,4602,19,47
2493,1875,21,47
2428,1275,23,47
2513,2915,25,47
2508,634,27,47
2449,3922,29,47
2482,3574,31,47
2450,993,33,47
2510,4604,35,47
2430,37433,37,47
2429,1042,39,47
2451,1245,41,47
2444,3034,43,47
2462,2887,45,47
2483,2354,47,47
2463,2063,49,47
2491,2440,51,47
2464,3729,53,47
2496,2005,55,47
2495,1856,57,47
2509,4738,59,47
2446,1436,61,47
2437,5112,63,47
2465,19555,65,47
2484,1003,67,47
2466,1863,69,47
2442,2241,71,47
2485,4964,73,47
2438,1982,75,47
2514,2565,77,47
2448,2546,79,47
2515,1945,81,47
2439,426,83,47
2516,901,85,47
2431,867,87,47
2517,3792,89,47
2486,1577,91,47
2453,23863,93,47
2452,858,95,47
2497,2723,97,47
2498,3112,99,47
2454,900,101,47
2487,2357,103,47
2467,2229,105,47
2455,3781,107,47
2432,2384,109,47
2488,1802,111,47
2499,6728,113,47
2500,2027,115,47
2456,1640,117,47
2440,4782,119,47
2436,1071,121,47
2447,3555,123,47
2443,9316,125,47
2489,261,127,47
2445,2007,129,47
2457,2337,131,47
2501,1136,133,47
2433,645,135,47
2502,480,137,47
2468,991,139,47
2518,3883,141,47
2458,2576,143,47
2434,3882,145,47
2490,3144,147,47
2469,11626,149,47
2459,2745,151,47
2519,1158,153,47
2520,6185,155,47
2511,67719,157,47
2470,1196,159,47
2521,889,161,47
2473,11758,163,47
2503,7606,165,47
2460,4293,167,47
2505,478,169,47
2474,1454,171,47
2441,1916,173,47
2512,332,175,47
2475,3245,177,47
2476,7599,179,47
2504,1075,181,47
2477,2877,183,47
2471,1822,185,47
2506,2503,187,47
2472,4483,189,47
2602,1955,1,48
2713,436,3,48
2554,6102,5,48
2572,1038,7,48
2769,238,9,48
2743,13,11,48
2640,2546,13,48
2610,1062,15,48
2700,314,17,48
2571,857,19,48
2589,3670,21,48
2702,242,23,48
2592,1297,25,48
2703,16267,27,48
2699,88647,29,48
2754,187,31,48
2674,8,33,48
2697,666,35,48
2768,4966,37,48
2637,10627,39,48
2686,7151,41,48
2770,622,43,48
2631,88,45,48
2609,802,47,48
2590,1879,49,48
2753,999,51,48
2714,1418,53,48
2657,2014,55,48
2622,1020,57,48
2687,571,59,48
2704,32236,61,48
2535,971,63,48
2623,150,65,48
2688,1860,67,48
2744,287,69,48
2701,880,71,48
2729,2914,73,48
2573,368,75,48
2538,520,77,48
2574,162,79,48
2575,158,81,48
2641,490,83,48
2553,12482,85,48
2555,228,87,48
2613,546,89,48
2576,2530,91,48
2607,564,93,48
2730,36,95,48
2748,1971,97,48
2577,2812,99,48
2556,162,101,48
2595,104,103,48
2775,143,105,48
2749,450,107,48
2547,132,109,48
2739,246,111,48
2717,129257,113,48
2750,655,115,48
2759,887,117,48
2731,314,119,48
2705,16634,121,48
2685,1087,123,48
2599,121,125,48
2740,1106,127,48
2639,140,129,48
2752,1141,131,48
2733,837,133,48
2548,6929,135,48
2732,84,137,48
2603,4950,139,48
2761,58956,141,48
2636,1759,143,48
2608,1085,145,48
2683,1442,147,48
2650,647,149,48
2751,138,151,48
2698,392,153,48
2624,90,155,48
2742,16757,157,48
2593,600,159,48
2625,1049,161,48
2594,1125,163,48
2689,501,165,48
2760,14074,167,48
2549,279,169,48
2715,834,171,48
2550,11,173,48
2626,371,175,48
2716,1283,177,48
2691,915,179,48
2679,6744,181,48
2690,6970,183,48
2551,1254,185,48
2537,4210,187,48
2661,2051,189,48
2591,259,191,48
2627,535,193,48
2536,126,195,48
2628,206,197,48
2522,2146,199,48
2712,210381,201,48
2647,3221,203,48
2539,61,205,48
2523,396,207,48
2557,5360,209,48
2578,97,211,48
2646,4304,213,48
2772,71887,215,48
2540,1940,217,48
2675,1103,219,48
2723,2026,221,48
2724,1897,223,48
2579,1445,225,48
2524,1197,227,48
2643,235,229,48
2534,4984,231,48
2707,995,233,48
2745,42,235,48
2694,284,237,48
2604,522,239,48
2755,1763,241,48
2735,97,243,48
2756,15115,245,48
2736,474,247,48
2737,2558,249,48
2722,5674,251,48
2734,704,253,48
2684,722,255,48
2695,4070,257,48
2696,785,259,48
2611,40,261,48
2771,34,263,48
2605,2086,265,48
2652,257,267,48
2727,3,269,48
2757,100,271,48
2746,1902,273,48
2728,181,275,48
2649,3457,277,48
2558,756,279,48
2596,904,281,48
2762,297,283,48
2632,649,285,48
2600,634,287,48
2525,653,289,48
2633,4957,291,48
2541,1252,293,48
2559,93,295,48
2680,261,297,48
2681,791,299,48
2560,3,301,48
2693,14242,303,48
2718,412,305,48
2597,600,307,48
2725,11904,309,48
2719,0,311,48
2692,515,313,48
2676,939,315,48
2653,46,317,48
2598,97,319,48
2561,2315,321,48
2677,5052,323,48
2644,2109,325,48
2648,105,327,48
2678,4153,329,48
2606,1619,331,48
2526,113,333,48
2629,240,335,48
2527,927,337,48
2738,13012,339,48
2580,815,341,48
2709,976,343,48
2638,73,345,48
2542,3873,347,48
2581,3523,349,48
2528,852,351,48
2642,849,353,48
2612,21717,355,48
2726,341,357,48
2758,32,359,48
2706,5324,361,48
2682,1588,363,48
2529,1137,365,48
2544,3495,367,48
2543,332,369,48
2562,378,371,48
2654,2964,373,48
2582,7618,375,48
2545,860,377,48
2615,558,379,48
2616,3562,381,48
2659,34,383,48
2617,119,385,48
2663,734,387,48
2530,494,389,48
2655,316,391,48
2763,8,393,48
2563,1126,395,48
2564,1587,397,48
2664,469,399,48
2565,2230,401,48
2531,404,403,48
2583,636,405,48
2665,1734,407,48
2614,3011,409,48
2618,190,411,48
2619,65,413,48
2584,513,415,48
2585,154,417,48
2662,1758,419,48
2532,23,421,48
2773,9323,423,48
2774,481,425,48
2586,6993,427,48
2710,532,429,48
2620,29,431,48
2587,41,433,48
2666,107,435,48
2533,489,437,48
2601,80539,439,48
2566,6923,441,48
2764,4,443,48
2634,881,445,48
2567,42,447,48
2630,1863,449,48
2667,4309,451,48
2552,38726,453,48
2568,824,455,48
2765,1407,457,48
2668,2022,459,48
2588,100,461,48
2766,1566,463,48
2546,3400,465,48
2656,2422,467,48
2669,3889,469,48
2569,1324,471,48
2670,2523,473,48
2645,407,475,48
2708,1019,477,48
2741,21711,479,48
2671,2311,481,48
2767,197,483,48
2672,6826,485,48
2658,948,487,48
2747,1311,489,48
2651,9487,491,48
2673,1510,493,48
2711,326,495,48
2635,2361,497,48
2570,1715,499,48
2660,185,501,48
2720,800,503,48
2721,1396,505,48
2621,1466,507,48
2785,193,1,49
2786,1636,3,49
2802,3075,5,49
2799,995,7,49
2796,2,9,49
2797,6619,11,49
2792,742,13,49
2800,401,15,49
2803,117,17,49
2781,371,19,49
2787,1999,21,49
2804,269,23,49
2779,162,25,49
2776,376,27,49
2801,135,29,49
2782,49,31,49
2783,36,33,49
2794,29540,35,49
2793,739,37,49
2788,695,39,49
2789,904,41,49
2780,380,43,49
2777,1762,45,49
2795,1234,47,49
2790,11797,49,49
2784,207,51,49
2778,4847,53,49
2798,80,55,49
2791,8798,57,49
2816,1683,1,50
2815,2635,3,50
2813,2256,5,50
2809,6748,7,50
2817,575,9,50
2812,2994,11,50
2807,306,13,50
2810,1408,15,50
2808,1575,17,50
2806,2043,19,50
2805,3581,21,50
2818,3105,23,50
2814,3322,25,50
2811,3207,27,50
2876,2023,1,51
2831,1987,3,51
2842,949,5,51
2873,494,7,51
2855,1176,9,51
2925,1050,11,51
2856,4337,13,51
2932,2100,15,51
2857,217,17,51
2833,2494,19,51
2832,299,21,51
2834,680,23,51
2943,1284,25,51
2859,1876,27,51
2835,952,29,51
2908,2477,31,51
2944,1295,33,51
2843,1616,35,51
2819,300,36,51
2897,755,37,51
2898,8840,41,51
2926,353,43,51
2877,375,45,51
2820,1775,47,51
2933,828,49,51
2934,1441,51,51
2821,1547,53,51
2868,473,57,51
2899,17613,59,51
2951,1245,61,51
2878,646,63,51
2872,367,65,51
2927,2493,67,51
2861,1422,69,51
2879,583,71,51
2945,1190,73,51
2935,572,75,51
2880,996,77,51
2822,511,79,51
2900,760,81,51
2936,2276,83,51
2823,1865,85,51
2909,11232,87,51
2910,4555,89,51
2942,76,91,51
2901,1750,93,51
2902,1481,95,51
2928,328,97,51
2911,825,99,51
2913,407,101,51
2914,538,103,51
2915,2409,105,51
2937,4339,107,51
2912,1647,109,51
2824,854,111,51
2938,503,113,51
2916,333,115,51
2929,1617,117,51
2917,489,119,51
2930,2586,121,51
2867,750,125,51
2931,576,127,51
2946,878,131,51
2847,341,133,51
2881,1603,135,51
2825,1053,137,51
2848,1437,139,51
2947,1292,141,51
2869,4096,143,51
2948,398,145,51
2918,1109,147,51
2919,1064,149,51
2939,8799,153,51
2849,1980,155,51
2882,163,157,51
2920,515,159,51
2940,2931,161,51
2949,1000,163,51
2921,2103,165,51
2903,1929,167,51
2922,1619,169,51
2950,2065,171,51
2905,2280,173,51
2941,1166,175,51
2923,3460,177,51
2862,2185,179,51
2924,459,181,51
2889,420,183,51
2883,3042,185,51
2850,1616,187,51
2845,3041,191,51
2846,757,193,51
2836,3178,195,51
2827,1727,197,51
2864,1032,199,51
2851,3653,510,51
2837,1664,520,51
2884,420,530,51
2906,1815,540,51
2828,6448,550,51
2829,708,570,51
2838,473,580,51
2852,4687,590,51
2826,686,595,51
2890,351,600,51
2885,178,610,51
2904,820,620,51
2853,1539,630,51
2844,596,640,51
2854,6871,650,51
2830,2286,660,51
2858,2178,670,51
2907,149,678,51
2863,4547,680,51
2892,1258,683,51
2886,439,685,51
2866,1494,690,51
2860,10643,700,51
2896,14706,710,51
2870,590,720,51
2887,3651,730,51
2888,99,735,51
2839,5841,740,51
2874,552,750,51
2865,15290,760,51
2893,8335,770,51
2894,1002,775,51
2871,982,790,51
2895,4405,800,51
2841,11997,810,51
2891,1558,820,51
2840,338,830,51
2875,1149,840,51
2959,1221,1,53
2958,1684,3,53
2955,11038,5,53
2966,2890,7,53
2976,4983,9,53
2957,25169,11,53
2956,311,13,53
2977,9196,15,53
2981,2169,17,53
2978,692,19,53
2986,5028,21,53
2960,100,23,53
2988,6038,25,53
2982,6264,27,53
2983,3454,29,53
2967,1609,31,53
2969,88782,33,53
2968,12638,35,53
2953,2408,37,53
2979,1512,39,53
2980,6438,41,53
2965,578,43,53
2961,4469,45,53
2952,3632,47,53
2970,2029,49,53
2971,1057,51,53
2984,47743,53,53
2972,536,55,53
2962,7858,57,53
2973,676,59,53
2990,33961,61,53
2964,35764,63,53
2963,3267,65,53
2954,13980,67,53
2985,330,69,53
2987,3133,71,53
2989,12677,73,53
2974,2015,75,53
2975,20001,77,53
3000,1106,1,54
3009,5388,3,54
3001,2216,5,54
2998,1226,7,54
3014,1273,9,54
3040,7600,11,54
2994,706,13,54
3033,994,15,54
3015,380,17,54
3010,3860,19,54
3034,456,21,54
3011,588,23,54
3016,2657,25,54
3012,1453,27,54
3021,1708,29,54
3017,801,31,54
2991,3998,33,54
3005,1780,35,54
3041,2533,37,54
3042,12879,39,54
3022,1232,41,54
2996,1904,43,54
3043,3432,45,54
3002,2373,47,54
3018,3474,49,54
3023,1550,51,54
3035,2117,53,54
3006,5783,55,54
3019,1195,57,54
3020,3454,59,54
3036,3695,61,54
3037,1019,63,54
2995,1005,65,54
3024,2166,67,54
2992,2526,69,54
3044,422,71,54
3038,407,73,54
3025,511,75,54
3045,2112,77,54
2999,2128,79,54
2997,6247,81,54
3028,1844,83,54
2993,608,85,54
3029,1367,87,54
3013,1384,89,54
3030,1138,91,54
3026,386,93,54
3027,514,95,54
3007,1388,97,54
3003,3614,99,54
3008,1052,101,54
3039,1021,103,54
3031,525,105,54
3032,6248,107,54
3004,2360,109,54
3049,1468,1,55
3055,1417,3,55
3066,2560,5,55
3050,856,7,55
3090,12214,9,55
3086,544,11,55
3106,1063,13,55
3056,1112,15,55
3107,3011,17,55
3061,1197,19,55
3087,2556,21,55
3101,971,23,55
3108,19290,25,55
3098,3801,27,55
3109,1197,29,55
3110,2867,31,55
3075,2224,33,55
3091,4755,35,55
3057,306,37,55
3111,4077,39,55
3076,762,41,55
3078,2144,43,55
3077,1583,45,55
3068,911,47,55
3113,1141,49,55
3060,491,51,55
3112,1098,53,55
3058,3654,55,55
3102,1582,57,55
3059,10184,59,55
3088,734,61,55
3089,4763,63,55
3051,801,65,55
3082,1506,67,55
3064,1488,69,55
3103,3519,71,55
3092,6044,73,55
3071,2538,75,55
3070,933,77,55
3083,438,78,55
3072,83913,79,55
3052,2064,81,55
3063,1398,83,55
3093,1176,85,55
3084,6301,87,55
3115,1850,89,55
3114,328,91,55
3053,1028,93,55
3094,2108,95,55
3116,2914,97,55
3069,1008,99,55
3073,11749,101,55
3117,1053,103,55
3046,11278,105,55
3079,1010,107,55
3062,1995,109,55
3104,3583,111,55
3067,1414,113,55
3080,1871,115,55
3081,5423,117,55
3047,849,119,55
3095,1130,121,55
3085,1218,123,55
3100,1565,125,55
3099,4933,127,55
3096,1007,129,55
3105,3827,131,55
3097,8669,133,55
3065,2576,135,55
3048,1376,137,55
3074,7704,139,55
3054,4512,141,55
3132,694,1,56
3129,259,3,56
3118,838,5,56
3133,391,7,56
3123,488,9,56
3130,59,11,56
3138,1434,13,56
3134,514,15,56
3137,173,17,56
3120,124,19,56
3122,2991,21,56
3119,269,23,56
3121,2841,25,56
3124,79,27,56
3131,650,29,56
3127,251,31,56
3128,593,33,56
3139,97,35,56
3126,883,37,56
3125,229,39,56
3135,564,41,56
3136,265,43,56
3140,206,45,56
